Layer Error,Layer Number,Layer Height,Material Type,Extrusion Temperature,Print Speed,Layer Adhesion Quality,Infill Density,Infill Pattern,Shell Thickness,Overhang Angle,Cooling Fan Speed,Retraction Settings,Z-Offset Adjustment,Print Bed Temperature,Layer Time,file_name,image url
SUCCESS,241,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200240.png,https://drive.google.com/uc?export=download&id=1dZEi2VFa0UAeZjdOTmVMCKFtsutUlLmn
SUCCESS,242,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200241.png,https://drive.google.com/uc?export=download&id=1R-mhgwJV0DAYac5yBwWcYaSLmE3IDC_A
SUCCESS,243,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200242.png,https://drive.google.com/uc?export=download&id=1G6HmqTdwDdZbzdO8EDI2FRmzfbkxTbf0
SUCCESS,244,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200243.png,https://drive.google.com/uc?export=download&id=1wcxTv2mDT1ewK35D0oxHaeOLe2bfFqRP
SUCCESS,245,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200244.png,https://drive.google.com/uc?export=download&id=1Wz2wBoMTiubyGL9Kg6JkkURohPgLbPtb
SUCCESS,246,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200245.png,https://drive.google.com/uc?export=download&id=15O02Zp3PIpj0o2jaCatqZdtBM28-O0Jc
SUCCESS,247,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200246.png,https://drive.google.com/uc?export=download&id=1mAuQcx27ohVeyxVg8lCngsKtiP3220w2
SUCCESS,248,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200247.png,https://drive.google.com/uc?export=download&id=1fwU3TcHCtSQgcVKVMh0GSOnz5s5FB6_W
SUCCESS,249,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200248.png,https://drive.google.com/uc?export=download&id=1R8dqUCr-KvFHxj-ZTFPzfdBxf1XYFjbi
SUCCESS,250,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200249.png,https://drive.google.com/uc?export=download&id=18CYyY-YiaXwc8VQWtUfy_iKzG9BUUdOb
SUCCESS,251,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200250.png,https://drive.google.com/uc?export=download&id=1S73t045_-4CwREDmwVy5IthKZvvGS1QI
SUCCESS,252,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200251.png,https://drive.google.com/uc?export=download&id=1Uyp1e769gfBQonfIqBJWitcVBI_cD5Mo
SUCCESS,253,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200252.png,https://drive.google.com/uc?export=download&id=1tCe4BkutR9hnbiWNyzjVbjz9qBeWHdeB
SUCCESS,254,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200253.png,https://drive.google.com/uc?export=download&id=1YpHXuh5IJx9ozqOkuggAcye4wBs_OIDz
SUCCESS,255,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200254.png,https://drive.google.com/uc?export=download&id=15hcadD95h2La1C0bGpUAtKC4oZAHmOgS
SUCCESS,256,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200255.png,https://drive.google.com/uc?export=download&id=1c_Q-67FX3JyONW1NVrXmztwRnPQx64Fw
SUCCESS,257,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200256.png,https://drive.google.com/uc?export=download&id=1MMsXygMuPWlfgTpRVXPoLlg25a8Su1nQ
SUCCESS,258,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200257.png,https://drive.google.com/uc?export=download&id=1sz0vsOQPxIPUcjsDvdBu5aKqH9xH9Fr9
SUCCESS,259,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200258.png,https://drive.google.com/uc?export=download&id=1StU0zCqEte8HiD4EgmA6T4pvADIfMxLu
SUCCESS,260,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200259.png,https://drive.google.com/uc?export=download&id=1_UDQfKowIAIWrvdF9EWaKR04nOaH2Mam
SUCCESS,261,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200260.png,https://drive.google.com/uc?export=download&id=1AFWMGnMq1AvDUZdmmMSL6bWn4x6p3zUh
SUCCESS,262,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200261.png,https://drive.google.com/uc?export=download&id=1ryemk0Ssv--PXHS6UNIcjaWw9ZvjXHQJ
SUCCESS,263,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200262.png,https://drive.google.com/uc?export=download&id=17d0uj6qJxLkv-Qb2eGff0NKc1S5rUVJQ
SUCCESS,264,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200263.png,https://drive.google.com/uc?export=download&id=1sm5UHvw0PSfJ1jzxzeqT_J51Qeud5U2m
SUCCESS,265,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200264.png,https://drive.google.com/uc?export=download&id=1YOCV99ZfC1rPRi-FI5uVHMhgy8gQXJd9
SUCCESS,266,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200265.png,https://drive.google.com/uc?export=download&id=1ZwaZtgw9Vw2m6jHj1XI1Uq8gizhkU3va
SUCCESS,267,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200266.png,https://drive.google.com/uc?export=download&id=1xphHxVDjQoQTKa_TvCxy_5P9ewbZGZED
SUCCESS,268,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200267.png,https://drive.google.com/uc?export=download&id=1MRmbYtB9Nf3ayYKTN5DSTLNu3tAeXo5A
SUCCESS,269,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200268.png,https://drive.google.com/uc?export=download&id=1ynTvZTfOrL8uM8eWJuACVBUjiLB7Ekw6
SUCCESS,270,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200269.png,https://drive.google.com/uc?export=download&id=1UZW4oD3eX9YWXn8Drc-xtEbqB_KigJdk
SUCCESS,271,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200270.png,https://drive.google.com/uc?export=download&id=1I91Pwa_9xIzWVqGEE1xeJrCg55tjNC_U
SUCCESS,272,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200271.png,https://drive.google.com/uc?export=download&id=1X11q23WpFpHRxoWS1vs_0ySxbAFsiILu
SUCCESS,273,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200272.png,https://drive.google.com/uc?export=download&id=1B7YC94He4vAbtoyy5_LwO8_VFw8iFGAB
SUCCESS,274,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200273.png,https://drive.google.com/uc?export=download&id=16TaGRe9HApexS9pzx3EM0Nbu3ygxdX_N
SUCCESS,275,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200274.png,https://drive.google.com/uc?export=download&id=1NlvJjzccqGtm268llcGW6WzDceokJv8F
SUCCESS,276,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200275.png,https://drive.google.com/uc?export=download&id=1mBaiy4kHF8lsIdG_ovT6a8sNjrNUXFyB
SUCCESS,277,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200276.png,https://drive.google.com/uc?export=download&id=10dVLkNXxC3K0XC2xN3av-X3GYGIdMF3r
SUCCESS,278,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200277.png,https://drive.google.com/uc?export=download&id=1A1d8lPF6AsgpszmJtWB8dzAoSfmnJ5Sv
SUCCESS,279,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200278.png,https://drive.google.com/uc?export=download&id=1dLgWpqU4220dma6XIS8cq78Cq4w0vykl
SUCCESS,280,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200279.png,https://drive.google.com/uc?export=download&id=1CHKzNre_XVJ3ZYJ7L5WxcBk0zChojnI4
SUCCESS,281,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200280.png,https://drive.google.com/uc?export=download&id=1wrc-w_wHusDMOzrPzW8P6pCJx9Waa22e
SUCCESS,282,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200281.png,https://drive.google.com/uc?export=download&id=1vpbaUluzH8kWgw4Pq4LECfM6HkHp12ue
SUCCESS,283,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200282.png,https://drive.google.com/uc?export=download&id=1k15uEC-3u8sbmGib4QpIXUqY6BkSZyRT
SUCCESS,284,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200283.png,https://drive.google.com/uc?export=download&id=1Cbu4kCnCSdXcVV2I1KNzCh7cd6RSmqJF
SUCCESS,285,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200284.png,https://drive.google.com/uc?export=download&id=101YLpf60X5KcWqcEt-aMoCpcHHV7ZM8j
SUCCESS,286,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200285.png,https://drive.google.com/uc?export=download&id=1HX_6RhYLtga0xP8gpfUaXq67gUAloVyF
SUCCESS,287,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200286.png,https://drive.google.com/uc?export=download&id=1Hq-CH959a-w4rkyWX3nn41_GMKLJrpLW
SUCCESS,288,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200287.png,https://drive.google.com/uc?export=download&id=1JkFgi7yc8qQ8ZewJ2a7VLOJbuObQGH7z
SUCCESS,289,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200288.png,https://drive.google.com/uc?export=download&id=106wj8_7c9r1E_GbXoLvkKaEy0Q8-vogl
SUCCESS,290,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200289.png,https://drive.google.com/uc?export=download&id=1sGXUDQlSqMBW-HT_WBAJHN8DwxYNqeBX
SUCCESS,291,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200290.png,https://drive.google.com/uc?export=download&id=1nrqBTwvK22YUZQZrmdXdHIEjG0vj8mH5
SUCCESS,292,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200291.png,https://drive.google.com/uc?export=download&id=1vtRSAlwPo5tN9wBAnXJXpO5BlXQtPKcN
SUCCESS,293,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200292.png,https://drive.google.com/uc?export=download&id=10fpvEVfBV69MpQikdlJtdNjWi5tr9o7U
SUCCESS,294,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200293.png,https://drive.google.com/uc?export=download&id=1D2LCN3SccKvzK36zs3Id0oKdrh2sCnfS
SUCCESS,295,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200294.png,https://drive.google.com/uc?export=download&id=1mphhTsT5O3X6iktSU7x1oDRUBujg_kLw
